pressure	75.oC	100ʼC	120ʼC
22.0	0.129
23.1	0.131
72.9	0.345
165.7	0.520
452.9	0.631
460.4	0.631
572.2	0.695
598.7	0.695

23.0		0.101
23.1		0.106
87.7		0.345
91.4		0.341
141.2		0.447
169.8		0.498
171.2		0.492
290.7		0.566
294.3		0.585
560.6		0.688
572.2		0.695
647.2		0.726

25.2			0.094
25.2			0.107
63.4			0.221
150.7			0.414
283.6			0.554
466.1			0.638
495.7			0.638
505.9			0.645
606.1			0.680
636.7			0.673
655.2			0.673
