NaCl/M	10ʼC	25ʼC	60ʼC
0.00	2.04
0.09	2.82
0.20	2.98
0.60	3.66
1.04	3.99
1.79	4.17
2.31	4.17
2.49	4.14
2.48	4.12
4.08	3.31
5.51	3.00
6.08	2.59
6.09	2.53

0.00		1.65
0.10		2.30
0.21		2.57
0.32		2.80
0.48		3.02
0.89		3.04
1.00		3.32
1.25		3.49
1.80		3.42
1.96		3.35
3.83		2.80
4.00		2.84
6.08		2.05
6.16		2.10

0.00			0.84
0.14			1.25
0.22			1.48
0.51			1.69
1.02			1.78
2.02			1.92
6.23			1.41
