P/bar	0°C	25°C	100°C	200°C	250°C
# Shi et al., 2013, dx.doi.org/10.1021/ie302190e
# 4 M NaCl # conc's in mmol/kgw
34.5	17.05
483	22.70
965	27.22
1448	31.12
34.5		13.26
483		17.10
965		19.44
1448		23.59
34.5			7.90
483			9.88
965			12.89
1448			16.39
34.5				4.31
483				5.36
965				6.79
1448				7.37
69					3.30
483					3.94
965					5.16
1448					5.82
