m_Na.500.bar	Blount.meas'd.100ʼC	.......150ʼC	.......200ʼC	.......250ʼC
symbol_size	10	10	10	10
0.00	0.026
0.20	0.10
4.00	0.31
0.2		0.12
4.00		0.51
4.00			0.71
0.00			0.008
0.2				0.09
